Entity,Year,AnnualCO2,logCO2
Papua New Guinea,1919,2439749.2000,6.3873
Papua New Guinea,1920,4272310.0000,6.6307
Papua New Guinea,1921,982793.7000,5.9925
Papua New Guinea,1922,-5984884.0000,
Papua New Guinea,1923,7411560.0000,6.8699
Papua New Guinea,1924,1830705.0000,6.2626
Papua New Guinea,1925,-4946102.5000,
Papua New Guinea,1926,1335540.0000,6.1257
Papua New Guinea,1927,6748301.0000,6.8292
Papua New Guinea,1928,8598432.0000,6.9344
Papua New Guinea,1929,-1053399.9000,
Papua New Guinea,1930,1520103.0000,6.1819
Papua New Guinea,1931,4773988.5000,6.6789
Papua New Guinea,1932,6023158.0000,6.7798
Papua New Guinea,1933,2755425.5000,6.4402
Papua New Guinea,1934,4362187.0000,6.6397
Papua New Guinea,1935,7093286.5000,6.8508
Papua New Guinea,1936,-4921425.0000,
Papua New Guinea,1937,-798035.5600,
Papua New Guinea,1938,4231043.0000,6.6264
Papua New Guinea,1939,1080200.5000,6.0335
Papua New Guinea,1940,-2966501.2000,
Papua New Guinea,1941,10692262.0000,7.0291
Papua New Guinea,1942,-549531.4000,
Papua New Guinea,1943,5820532.0000,6.7650
Papua New Guinea,1944,1814648.5000,6.2588
Papua New Guinea,1945,-4059793.2000,
Papua New Guinea,1946,1961037.0000,6.2925
Papua New Guinea,1947,-7370008.0000,
Papua New Guinea,1948,6540083.0000,6.8156
Papua New Guinea,1949,7596161.5000,6.8806
Papua New Guinea,1950,206669.7300,5.3153
Papua New Guinea,1951,7769987.0000,6.8904
Papua New Guinea,1952,-6916774.5000,
Papua New Guinea,1953,6304771.0000,6.7997
Papua New Guinea,1954,13749429.0000,7.1383
Papua New Guinea,1955,-2019154.2000,
Papua New Guinea,1956,3439955.5000,6.5366
Papua New Guinea,1957,8816408.0000,6.9453
Papua New Guinea,1958,6625077.0000,6.8212
Papua New Guinea,1959,-7731471.0000,
Papua New Guinea,1960,-13206342.0000,
Papua New Guinea,1961,8716131.0000,6.9403
Papua New Guinea,1962,-11746929.0000,
Papua New Guinea,1963,377696.3000,5.5771
Papua New Guinea,1964,139624.2800,5.1450
Papua New Guinea,1965,-14961392.0000,
Papua New Guinea,1966,12238361.0000,7.0877
Papua New Guinea,1967,14277226.0000,7.1546
Papua New Guinea,1968,30551326.0000,7.4850
Papua New Guinea,1969,8929334.0000,6.9508
Papua New Guinea,1970,22620596.0000,7.3545
Papua New Guinea,1971,10485230.0000,7.0206
Papua New Guinea,1972,4921813.0000,6.6921
Papua New Guinea,1973,20606964.0000,7.3140
Papua New Guinea,1974,22280782.0000,7.3479
Papua New Guinea,1975,26097238.0000,7.4166
Papua New Guinea,1976,26623870.0000,7.4253
Papua New Guinea,1977,13404466.0000,7.1272
Papua New Guinea,1978,11903108.0000,7.0757
Papua New Guinea,1979,13500475.0000,7.1303
Papua New Guinea,1980,32693978.0000,7.5145
Papua New Guinea,1981,17357898.0000,7.2395
Papua New Guinea,1982,29818928.0000,7.4745
Papua New Guinea,1983,14065445.0000,7.1482
Papua New Guinea,1984,9953850.0000,6.9980
Papua New Guinea,1985,56693080.0000,7.7535
Papua New Guinea,1986,17213998.0000,7.2359
Papua New Guinea,1987,31795114.0000,7.5024
Papua New Guinea,1988,36909804.0000,7.5671
Papua New Guinea,1989,38554000.0000,7.5861
Papua New Guinea,1990,22707326.0000,7.3562
Papua New Guinea,1991,18327116.0000,7.2631
Papua New Guinea,1992,42279936.0000,7.6261
Papua New Guinea,1993,39193224.0000,7.5932
Papua New Guinea,1994,21736062.0000,7.3372
Papua New Guinea,1995,38707504.0000,7.5878
Papua New Guinea,1996,55325428.0000,7.7429
Papua New Guinea,1997,44358664.0000,7.6470
Papua New Guinea,1998,47464130.0000,7.6764
Papua New Guinea,1999,44264210.0000,7.6461
Papua New Guinea,2000,45495820.0000,7.6580
Papua New Guinea,2001,40335028.0000,7.6057
Papua New Guinea,2002,32118668.0000,7.5068
Papua New Guinea,2003,40950550.0000,7.6123
Papua New Guinea,2004,28784922.0000,7.4592
Papua New Guinea,2005,41583836.0000,7.6189
Papua New Guinea,2006,64915910.0000,7.8124
Papua New Guinea,2007,54538548.0000,7.7367
Papua New Guinea,2008,53695240.0000,7.7299
Papua New Guinea,2009,49104336.0000,7.6911
Papua New Guinea,2010,41199360.0000,7.6149
Papua New Guinea,2011,42958296.0000,7.6330
Papua New Guinea,2012,30763412.0000,7.4880
Papua New Guinea,2013,40637480.0000,7.6089
Papua New Guinea,2014,50540796.0000,7.7036
Papua New Guinea,2015,46216428.0000,7.6648
Papua New Guinea,2016,72730780.0000,7.8617
Papua New Guinea,2017,51393300.0000,7.7109
Papua New Guinea,2018,42048892.0000,7.6238
Papua New Guinea,2019,42874240.0000,7.6322
Papua New Guinea,2020,46530396.0000,7.6677
Papua New Guinea,2021,46731110.0000,7.6696
Papua New Guinea,2022,50141784.0000,7.7002
Papua New Guinea,2023,52884280.0000,7.7233
Paraguay,1850,3177763.0000,6.5021
Paraguay,1851,2908791.5000,6.4637
Paraguay,1852,2809061.2000,6.4486
Paraguay,1853,2760147.0000,6.4409
Paraguay,1854,2734079.5000,6.4368
Paraguay,1855,2722867.0000,6.4350
Paraguay,1856,2693188.2000,6.4303
Paraguay,1857,2672838.0000,6.4270
Paraguay,1858,2657579.8000,6.4245
Paraguay,1859,2653070.0000,6.4237
Paraguay,1860,2604042.0000,6.4156
Paraguay,1861,2559576.8000,6.4082
Paraguay,1862,2553228.5000,6.4071
Paraguay,1863,2570438.5000,6.4100
Paraguay,1864,2547660.5000,6.4061
Paraguay,1865,2542314.8000,6.4052
Paraguay,1866,2593644.5000,6.4139
Paraguay,1867,2562486.2000,6.4087
Paraguay,1868,2556862.2000,6.4077
Paraguay,1869,2582723.0000,6.4121
Paraguay,1870,2533726.0000,6.4038
Paraguay,1871,2504456.2000,6.3987
Paraguay,1872,2506224.8000,6.3990
Paraguay,1873,2501872.0000,6.3983
Paraguay,1874,2493860.2000,6.3969
Paraguay,1875,2496320.0000,6.3973
Paraguay,1876,2518911.5000,6.4012
Paraguay,1877,2484760.8000,6.3953
Paraguay,1878,2520886.8000,6.4016
Paraguay,1879,2509222.0000,6.3995
Paraguay,1880,2532225.2000,6.4035
Paraguay,1881,2568246.8000,6.4096
Paraguay,1882,2604269.8000,6.4157
Paraguay,1883,2638666.0000,6.4214
Paraguay,1884,2686799.0000,6.4292
Paraguay,1885,2712653.2000,6.4334
Paraguay,1886,2756672.5000,6.4404
Paraguay,1887,2806541.2000,6.4482
Paraguay,1888,2854072.8000,6.4555
Paraguay,1889,2913705.2000,6.4644
Paraguay,1890,3013758.2000,6.4791
Paraguay,1891,3094942.0000,6.4907
Paraguay,1892,3161760.8000,6.4999
Paraguay,1893,3216215.8000,6.5073
Paraguay,1894,3284811.0000,6.5165
Paraguay,1895,3347893.5000,6.5248
Paraguay,1896,3432453.8000,6.5356
Paraguay,1897,3521466.2000,6.5467
Paraguay,1898,3584853.5000,6.5545
Paraguay,1899,3672872.0000,6.5650
Paraguay,1900,7949939.0000,6.9004
Paraguay,1901,9855761.0000,6.9937
Paraguay,1902,10924764.0000,7.0384
Paraguay,1903,11506219.0000,7.0609
Paraguay,1904,11836242.0000,7.0732
Paraguay,1905,12460546.0000,7.0955
Paraguay,1906,12570403.0000,7.0993
Paraguay,1907,13060645.0000,7.1160
Paraguay,1908,13343557.0000,7.1253
Paraguay,1909,13461800.0000,7.1291
Paraguay,1910,13509482.0000,7.1306
Paraguay,1911,13832347.0000,7.1409
Paraguay,1912,13819150.0000,7.1405
Paraguay,1913,14013003.0000,7.1465
Paraguay,1914,14226070.0000,7.1531
Paraguay,1915,14247219.0000,7.1537
Paraguay,1916,14457312.0000,7.1601
Paraguay,1917,14427086.0000,7.1592
Paraguay,1918,14789379.0000,7.1699
Paraguay,1919,14886002.0000,7.1728
Paraguay,1920,14762169.0000,7.1692
Paraguay,1921,14704839.0000,7.1675
Paraguay,1922,14768585.0000,7.1693
Paraguay,1923,14965594.0000,7.1751
Paraguay,1924,14820981.0000,7.1709
Paraguay,1925,15065950.0000,7.1780
Paraguay,1926,14983122.0000,7.1756
Paraguay,1927,15020334.0000,7.1767
Paraguay,1928,15261013.0000,7.1836
Paraguay,1929,15133703.0000,7.1799
Paraguay,1930,14919318.0000,7.1737
Paraguay,1931,14916989.0000,7.1737
Paraguay,1932,15056000.0000,7.1777
Paraguay,1933,14912617.0000,7.1736
Paraguay,1934,15003994.0000,7.1762
Paraguay,1935,15235296.0000,7.1829
Paraguay,1936,15358410.0000,7.1863
Paraguay,1937,15532325.0000,7.1912
Paraguay,1938,15788122.0000,7.1983
Paraguay,1939,16252720.0000,7.2109
Paraguay,1940,16170435.0000,7.2087
Paraguay,1941,16319069.0000,7.2127
Paraguay,1942,16561166.0000,7.2191
Paraguay,1943,17015846.0000,7.2309
Paraguay,1944,17246660.0000,7.2367
Paraguay,1945,17797760.0000,7.2504
Paraguay,1946,18559840.0000,7.2686
Paraguay,1947,18956980.0000,7.2778
Paraguay,1948,19429296.0000,7.2885
Paraguay,1949,20284314.0000,7.3072
Paraguay,1950,26311134.0000,7.4201
Paraguay,1951,29277552.0000,7.4665
Paraguay,1952,31496522.0000,7.4983
Paraguay,1953,33054432.0000,7.5192
Paraguay,1954,34743884.0000,7.5409
Paraguay,1955,35692596.0000,7.5526
Paraguay,1956,37591252.0000,7.5751
Paraguay,1957,39140210.0000,7.5926
Paraguay,1958,40641544.0000,7.6090
Paraguay,1959,41833332.0000,7.6215
Paraguay,1960,55339910.0000,7.7430
Paraguay,1961,42574880.0000,7.6292
Paraguay,1962,37357384.0000,7.5724
Paraguay,1963,36921080.0000,7.5673
Paraguay,1964,36632510.0000,7.5639
Paraguay,1965,37333610.0000,7.5721
Paraguay,1966,33999090.0000,7.5315
Paraguay,1967,32517624.0000,7.5121
Paraguay,1968,32022642.0000,7.5055
Paraguay,1969,31330334.0000,7.4960
Paraguay,1970,31634114.0000,7.5002
Paraguay,1971,30898592.0000,7.4899
Paraguay,1972,31481296.0000,7.4981
Paraguay,1973,44865828.0000,7.6519
Paraguay,1974,53458000.0000,7.7280
Paraguay,1975,59354500.0000,7.7735
Paraguay,1976,63017050.0000,7.7995
Paraguay,1977,67018028.0000,7.8262
Paraguay,1978,69968670.0000,7.8449
Paraguay,1979,74259910.0000,7.8708
Paraguay,1980,76973570.0000,7.8863
Paraguay,1981,70592470.0000,7.8488
Paraguay,1982,69162980.0000,7.8399
Paraguay,1983,68966776.0000,7.8386
Paraguay,1984,67668450.0000,7.8304
Paraguay,1985,68385550.0000,7.8350
Paraguay,1986,69709416.0000,7.8433
Paraguay,1987,69316360.0000,7.8408
Paraguay,1988,65222364.0000,7.8144
Paraguay,1989,62973530.0000,7.7992
Paraguay,1990,62530290.0000,7.7961
Paraguay,1991,72242776.0000,7.8588
Paraguay,1992,64432310.0000,7.8091
Paraguay,1993,72927090.0000,7.8629
Paraguay,1994,106951000.0000,8.0292
Paraguay,1995,90364280.0000,7.9560
Paraguay,1996,77013416.0000,7.8866
Paraguay,1997,95606810.0000,7.9805
Paraguay,1998,93166730.0000,7.9693
Paraguay,1999,83922680.0000,7.9239
Paraguay,2000,83042790.0000,7.9193
Paraguay,2001,87200510.0000,7.9405
Paraguay,2002,85755944.0000,7.9333
Paraguay,2003,92802570.0000,7.9676
Paraguay,2004,89551840.0000,7.9521
Paraguay,2005,90976910.0000,7.9589
Paraguay,2006,92060900.0000,7.9641
Paraguay,2007,92548650.0000,7.9664
Paraguay,2008,91697720.0000,7.9624
Paraguay,2009,96530296.0000,7.9847
Paraguay,2010,101074980.0000,8.0046
Paraguay,2011,110282620.0000,8.0425
Paraguay,2012,107482420.0000,8.0313
Paraguay,2013,116590350.0000,8.0667
Paraguay,2014,121418230.0000,8.0843
Paraguay,2015,105543160.0000,8.0234
Paraguay,2016,99022600.0000,7.9957
Paraguay,2017,97650360.0000,7.9897
Paraguay,2018,90562220.0000,7.9569
Paraguay,2019,86707620.0000,7.9381
Paraguay,2020,84094940.0000,7.9248
Paraguay,2021,86919896.0000,7.9391
Paraguay,2022,80804880.0000,7.9074
Paraguay,2023,82089210.0000,7.9143
Peru,1850,9224413.0000,6.9649
Peru,1851,5028075.0000,6.7014
Peru,1852,9236906.0000,6.9655
Peru,1853,13720959.0000,7.1374
Peru,1854,7112956.0000,6.8521
Peru,1855,9515500.0000,6.9784
Peru,1856,10159894.0000,7.0069
Peru,1857,9668575.0000,6.9854
Peru,1858,7258393.0000,6.8608
Peru,1859,9956376.0000,6.9981
Peru,1860,8626377.0000,6.9358
Peru,1861,11514730.0000,7.0613
Peru,1862,10813721.0000,7.0340
Peru,1863,8945702.0000,6.9516
Peru,1864,11617282.0000,7.0651
Peru,1865,10212515.0000,7.0091
Peru,1866,8637732.0000,6.9364
Peru,1867,10856789.0000,7.0357
Peru,1868,11555945.0000,7.0628
Peru,1869,9488977.0000,6.9772
Peru,1870,14496187.0000,7.1613
Peru,1871,9697925.0000,6.9867
Peru,1872,12439179.0000,7.0948
Peru,1873,12858904.0000,7.1092
Peru,1874,12703591.0000,7.1039
Peru,1875,15093321.0000,7.1788
Peru,1876,13418341.0000,7.1277
Peru,1877,15041094.0000,7.1773
Peru,1878,14849274.0000,7.1717
Peru,1879,15667194.0000,7.1950
Peru,1880,16575136.0000,7.2195
Peru,1881,17656270.0000,7.2469
Peru,1882,17162136.0000,7.2346
Peru,1883,19593402.0000,7.2921
Peru,1884,21499192.0000,7.3324
Peru,1885,21022942.0000,7.3227
Peru,1886,21668426.0000,7.3358
Peru,1887,20722506.0000,7.3164
Peru,1888,25422444.0000,7.4052
Peru,1889,22244530.0000,7.3472
Peru,1890,22101326.0000,7.3444
Peru,1891,23969996.0000,7.3797
Peru,1892,22976294.0000,7.3613
Peru,1893,23909418.0000,7.3786
Peru,1894,25531678.0000,7.4071
Peru,1895,24502028.0000,7.3892
Peru,1896,23173422.0000,7.3650
Peru,1897,22023128.0000,7.3429
Peru,1898,24122568.0000,7.3824
Peru,1899,26658510.0000,7.4258
Peru,1900,24539124.0000,7.3899
Peru,1901,23921928.0000,7.3788
Peru,1902,25050786.0000,7.3988
Peru,1903,23345522.0000,7.3682
Peru,1904,25962500.0000,7.4143
Peru,1905,24639698.0000,7.3916
Peru,1906,23838062.0000,7.3773
Peru,1907,23954786.0000,7.3794
Peru,1908,26724588.0000,7.4269
Peru,1909,25910884.0000,7.4135
Peru,1910,27199414.0000,7.4346
Peru,1911,27148724.0000,7.4337
Peru,1912,26887798.0000,7.4296
Peru,1913,28172956.0000,7.4498
Peru,1914,27879840.0000,7.4453
Peru,1915,26964256.0000,7.4308
Peru,1916,27648974.0000,7.4417
Peru,1917,32039570.0000,7.5057
Peru,1918,28411618.0000,7.4535
Peru,1919,27779298.0000,7.4437
Peru,1920,29185208.0000,7.4652
Peru,1921,32153710.0000,7.5072
Peru,1922,31870776.0000,7.5034
Peru,1923,30923742.0000,7.4903
Peru,1924,32188770.0000,7.5077
Peru,1925,33940624.0000,7.5307
Peru,1926,35562870.0000,7.5510
Peru,1927,35651870.0000,7.5521
Peru,1928,35907516.0000,7.5552
Peru,1929,35829724.0000,7.5542
Peru,1930,41938104.0000,7.6226
Peru,1931,35893932.0000,7.5550
Peru,1932,42627216.0000,7.6297
Peru,1933,43645210.0000,7.6399
Peru,1934,40834164.0000,7.6110
Peru,1935,43841544.0000,7.6419
Peru,1936,45415436.0000,7.6572
Peru,1937,46386460.0000,7.6664
Peru,1938,44529476.0000,7.6486
Peru,1939,45907996.0000,7.6619
Peru,1940,43060412.0000,7.6341
Peru,1941,38939332.0000,7.5904
Peru,1942,43565670.0000,7.6391
Peru,1943,39465856.0000,7.5962
Peru,1944,43497804.0000,7.6385
Peru,1945,40056220.0000,7.6027
Peru,1946,42207070.0000,7.6254
Peru,1947,41182268.0000,7.6147
Peru,1948,43310588.0000,7.6366
Peru,1949,43761116.0000,7.6411
Peru,1950,47150016.0000,7.6735
Peru,1951,49494292.0000,7.6946
Peru,1952,55497076.0000,7.7443
Peru,1953,56274464.0000,7.7503
Peru,1954,60197052.0000,7.7796
Peru,1955,63671760.0000,7.8039
Peru,1956,65658572.0000,7.8173
Peru,1957,71921010.0000,7.8569
Peru,1958,78642540.0000,7.8957
Peru,1959,83809920.0000,7.9233
Peru,1960,93593560.0000,7.9712
Peru,1961,85323490.0000,7.9311
Peru,1962,98601050.0000,7.9939
Peru,1963,105261510.0000,8.0223
Peru,1964,106074130.0000,8.0256
Peru,1965,90459320.0000,7.9565
Peru,1966,85423060.0000,7.9316
Peru,1967,84818640.0000,7.9285
Peru,1968,82925730.0000,7.9187
Peru,1969,85897610.0000,7.9340
Peru,1970,92078290.0000,7.9642
Peru,1971,122277750.0000,8.0873
Peru,1972,119327700.0000,8.0767
Peru,1973,115837510.0000,8.0638
Peru,1974,107893890.0000,8.0330
Peru,1975,106782340.0000,8.0285
Peru,1976,107871290.0000,8.0329
Peru,1977,104454264.0000,8.0189
Peru,1978,106182120.0000,8.0261
Peru,1979,105511270.0000,8.0233
Peru,1980,108591864.0000,8.0358
Peru,1981,103229144.0000,8.0138
Peru,1982,103048790.0000,8.0130
Peru,1983,98518790.0000,7.9935
Peru,1984,101994700.0000,8.0086
Peru,1985,101955784.0000,8.0084
Peru,1986,97755220.0000,7.9901
Peru,1987,102689460.0000,8.0115
Peru,1988,102352790.0000,8.0101
Peru,1989,130613060.0000,8.1160
Peru,1990,130100460.0000,8.1143
Peru,1991,115574260.0000,8.0629
Peru,1992,117896424.0000,8.0715
Peru,1993,144353070.0000,8.1594
Peru,1994,139022460.0000,8.1431
Peru,1995,122565980.0000,8.0884
Peru,1996,125424900.0000,8.0984
Peru,1997,124020136.0000,8.0935
Peru,1998,150685600.0000,8.1781
Peru,1999,143100450.0000,8.1556
Peru,2000,154180450.0000,8.1880
Peru,2001,148581340.0000,8.1720
Peru,2002,140790820.0000,8.1486
Peru,2003,190274560.0000,8.2794
Peru,2004,158185420.0000,8.1992
Peru,2005,153421800.0000,8.1859
Peru,2006,147610560.0000,8.1691
Peru,2007,151613940.0000,8.1807
Peru,2008,142187490.0000,8.1529
Peru,2009,148166860.0000,8.1708
Peru,2010,150713970.0000,8.1782
Peru,2011,156815800.0000,8.1954
Peru,2012,151374780.0000,8.1801
Peru,2013,144141040.0000,8.1588
Peru,2014,148437620.0000,8.1715
Peru,2015,132745790.0000,8.1230
Peru,2016,138855330.0000,8.1426
Peru,2017,144303980.0000,8.1593
Peru,2018,141991900.0000,8.1523
Peru,2019,140647570.0000,8.1481
Peru,2020,130571820.0000,8.1158
Peru,2021,134420740.0000,8.1285
Peru,2022,137703120.0000,8.1389
Peru,2023,140411540.0000,8.1474
Philippines,1850,44214330.0000,7.6456
Philippines,1851,54994560.0000,7.7403
Philippines,1852,46963340.0000,7.6718
Philippines,1853,63813116.0000,7.8049
Philippines,1854,49312870.0000,7.6930
Philippines,1855,51699616.0000,7.7135
Philippines,1856,45629196.0000,7.6592
Philippines,1857,55049920.0000,7.7408
Philippines,1858,52539490.0000,7.7205
Philippines,1859,52399944.0000,7.7193
Philippines,1860,49917924.0000,7.6983
Philippines,1861,47704440.0000,7.6786
Philippines,1862,53044664.0000,7.7246
Philippines,1863,52265908.0000,7.7182
Philippines,1864,45127540.0000,7.6544
Philippines,1865,44724884.0000,7.6505
Philippines,1866,52975280.0000,7.7241
Philippines,1867,53471836.0000,7.7281
Philippines,1868,53645376.0000,7.7295
Philippines,1869,51238316.0000,7.7096
Philippines,1870,60117304.0000,7.7790
Philippines,1871,51386984.0000,7.7109
Philippines,1872,61253140.0000,7.7871
Philippines,1873,47518220.0000,7.6769
Philippines,1874,55762580.0000,7.7463
Philippines,1875,50846776.0000,7.7063
Philippines,1876,50353764.0000,7.7020
Philippines,1877,49258456.0000,7.6925
Philippines,1878,59149664.0000,7.7720
Philippines,1879,52245396.0000,7.7180
Philippines,1880,53447756.0000,7.7279
Philippines,1881,45597556.0000,7.6589
Philippines,1882,34292190.0000,7.5352
Philippines,1883,43070988.0000,7.6342
Philippines,1884,51061704.0000,7.7081
Philippines,1885,46378628.0000,7.6663
Philippines,1886,52631076.0000,7.7212
Philippines,1887,54000056.0000,7.7324
Philippines,1888,52706504.0000,7.7219
Philippines,1889,47146068.0000,7.6734
Philippines,1890,41715660.0000,7.6203
Philippines,1891,52737170.0000,7.7221
Philippines,1892,40804430.0000,7.6107
Philippines,1893,59618236.0000,7.7754
Philippines,1894,55964604.0000,7.7479
Philippines,1895,54620370.0000,7.7374
Philippines,1896,60188980.0000,7.7795
Philippines,1897,53540616.0000,7.7287
Philippines,1898,55344564.0000,7.7431
Philippines,1899,51127510.0000,7.7087
Philippines,1900,61846900.0000,7.7913
Philippines,1901,73204880.0000,7.8645
Philippines,1902,64961920.0000,7.8127
Philippines,1903,72095410.0000,7.8579
Philippines,1904,81199120.0000,7.9096
Philippines,1905,80697260.0000,7.9069
Philippines,1906,84689900.0000,7.9278
Philippines,1907,86096490.0000,7.9350
Philippines,1908,84121890.0000,7.9249
Philippines,1909,79675160.0000,7.9013
Philippines,1910,82536456.0000,7.9166
Philippines,1911,83581510.0000,7.9221
Philippines,1912,98886584.0000,7.9951
Philippines,1913,84861880.0000,7.9287
Philippines,1914,98256880.0000,7.9924
Philippines,1915,99214420.0000,7.9966
Philippines,1916,90383650.0000,7.9561
Philippines,1917,88041120.0000,7.9447
Philippines,1918,99091800.0000,7.9960
Philippines,1919,96575410.0000,7.9849
Philippines,1920,90338696.0000,7.9559
Philippines,1921,88508504.0000,7.9470
Philippines,1922,87330480.0000,7.9412
Philippines,1923,81345960.0000,7.9103
Philippines,1924,81398230.0000,7.9106
Philippines,1925,88572160.0000,7.9473
Philippines,1926,79925780.0000,7.9027
Philippines,1927,81194140.0000,7.9095
Philippines,1928,73633340.0000,7.8671
Philippines,1929,80506240.0000,7.9058
Philippines,1930,84174930.0000,7.9252
Philippines,1931,91933064.0000,7.9635
Philippines,1932,89796070.0000,7.9533
Philippines,1933,102038420.0000,8.0088
Philippines,1934,91434490.0000,7.9611
Philippines,1935,100011710.0000,8.0001
Philippines,1936,94901210.0000,7.9773
Philippines,1937,99446360.0000,7.9976
Philippines,1938,102059460.0000,8.0089
Philippines,1939,98216820.0000,7.9922
Philippines,1940,77803660.0000,7.8910
Philippines,1941,65119020.0000,7.8137
Philippines,1942,62108640.0000,7.7932
Philippines,1943,63656076.0000,7.8038
Philippines,1944,59329700.0000,7.7733
Philippines,1945,62258040.0000,7.7942
Philippines,1946,67753460.0000,7.8309
Philippines,1947,60627280.0000,7.7827
Philippines,1948,63559510.0000,7.8032
Philippines,1949,63546308.0000,7.8031
Philippines,1950,100125130.0000,8.0005
Philippines,1951,118554104.0000,8.0739
Philippines,1952,138746500.0000,8.1422
Philippines,1953,151441500.0000,8.1802
Philippines,1954,174667860.0000,8.2422
Philippines,1955,178416160.0000,8.2514
Philippines,1956,186788600.0000,8.2714
Philippines,1957,196633970.0000,8.2937
Philippines,1958,198682290.0000,8.2982
Philippines,1959,215846750.0000,8.3341
Philippines,1960,165473780.0000,8.2187
Philippines,1961,151191900.0000,8.1795
Philippines,1962,154697220.0000,8.1895
Philippines,1963,199173000.0000,8.2992
Philippines,1964,168393170.0000,8.2263
Philippines,1965,146376380.0000,8.1655
Philippines,1966,179069860.0000,8.2530
Philippines,1967,150110340.0000,8.1764
Philippines,1968,143872270.0000,8.1580
Philippines,1969,154932500.0000,8.1901
Philippines,1970,143993920.0000,8.1583
Philippines,1971,172041440.0000,8.2356
Philippines,1972,195176460.0000,8.2904
Philippines,1973,238405330.0000,8.3773
Philippines,1974,275391230.0000,8.4400
Philippines,1975,329644540.0000,8.5180
Philippines,1976,343941020.0000,8.5365
Philippines,1977,278734600.0000,8.4452
Philippines,1978,288413280.0000,8.4600
Philippines,1979,293786800.0000,8.4680
Philippines,1980,259039740.0000,8.4134
Philippines,1981,249245170.0000,8.3966
Philippines,1982,239962060.0000,8.3801
Philippines,1983,227862980.0000,8.3577
Philippines,1984,228757330.0000,8.3594
Philippines,1985,223389860.0000,8.3491
Philippines,1986,221626690.0000,8.3456
Philippines,1987,221208240.0000,8.3448
Philippines,1988,224646030.0000,8.3515
Philippines,1989,219339500.0000,8.3411
Philippines,1990,223814260.0000,8.3499
Philippines,1991,207444320.0000,8.3169
Philippines,1992,182652320.0000,8.2616
Philippines,1993,170598200.0000,8.2320
Philippines,1994,178386160.0000,8.2514
Philippines,1995,189975150.0000,8.2787
Philippines,1996,219439280.0000,8.3413
Philippines,1997,179226690.0000,8.2534
Philippines,1998,171590800.0000,8.2345
Philippines,1999,179417550.0000,8.2539
Philippines,2000,179037680.0000,8.2529
Philippines,2001,175883400.0000,8.2452
Philippines,2002,198544430.0000,8.2979
Philippines,2003,224886050.0000,8.3520
Philippines,2004,199121660.0000,8.2991
Philippines,2005,237061820.0000,8.3749
Philippines,2006,234461360.0000,8.3701
Philippines,2007,253943000.0000,8.4047
Philippines,2008,243830370.0000,8.3871
Philippines,2009,226872020.0000,8.3558
Philippines,2010,255933460.0000,8.4081
Philippines,2011,261317900.0000,8.4172
Philippines,2012,244729920.0000,8.3887
Philippines,2013,249420350.0000,8.3969
Philippines,2014,249166140.0000,8.3965
Philippines,2015,250603300.0000,8.3990
Philippines,2016,257656600.0000,8.4110
Philippines,2017,270508350.0000,8.4322
Philippines,2018,270539200.0000,8.4322
Philippines,2019,272290940.0000,8.4350
Philippines,2020,260806510.0000,8.4163
Philippines,2021,269455600.0000,8.4305
Philippines,2022,275263360.0000,8.4397
Philippines,2023,284404060.0000,8.4539
Poland,1850,52697530.0000,7.7218
Poland,1851,53734370.0000,7.7303
Poland,1852,55261536.0000,7.7424
Poland,1853,55974200.0000,7.7480
Poland,1854,56850270.0000,7.7547
Poland,1855,58233730.0000,7.7652
Poland,1856,58869230.0000,7.7699
Poland,1857,59631596.0000,7.7755
Poland,1858,60749150.0000,7.7835
Poland,1859,60783590.0000,7.7838
Poland,1860,61010696.0000,7.7854
Poland,1861,61111650.0000,7.7861
Poland,1862,62437052.0000,7.7954
Poland,1863,64067944.0000,7.8066
Poland,1864,65080776.0000,7.8135
Poland,1865,66484080.0000,7.8227
Poland,1866,66251720.0000,7.8212
Poland,1867,67910720.0000,7.8319
Poland,1868,69436230.0000,7.8416
Poland,1869,70167930.0000,7.8461
Poland,1870,73547896.0000,7.8666
Poland,1871,77310344.0000,7.8882
Poland,1872,80252936.0000,7.9045
Poland,1873,82869430.0000,7.9184
Poland,1874,86128060.0000,7.9351
Poland,1875,86432580.0000,7.9367
Poland,1876,87370424.0000,7.9414
Poland,1877,86416780.0000,7.9366
Poland,1878,88019410.0000,7.9446
Poland,1879,91355800.0000,7.9607
Poland,1880,91588090.0000,7.9618
Poland,1881,91622870.0000,7.9620
Poland,1882,93093230.0000,7.9689
Poland,1883,96427750.0000,7.9842
Poland,1884,97930020.0000,7.9909
Poland,1885,99901420.0000,7.9996
Poland,1886,101000180.0000,8.0043
Poland,1887,102254530.0000,8.0097
Poland,1888,105858090.0000,8.0247
Poland,1889,109610904.0000,8.0399
Poland,1890,109303620.0000,8.0386
Poland,1891,111909800.0000,8.0489
Poland,1892,109194690.0000,8.0382
Poland,1893,110938380.0000,8.0451
Poland,1894,111554010.0000,8.0475
Poland,1895,114375920.0000,8.0583
Poland,1896,117751180.0000,8.0710
Poland,1897,120137656.0000,8.0797
Poland,1898,124989730.0000,8.0969
Poland,1899,127746110.0000,8.1063
Poland,1900,129385176.0000,8.1119
Poland,1901,133037750.0000,8.1240
Poland,1902,131599030.0000,8.1193
Poland,1903,135005010.0000,8.1303
Poland,1904,136010720.0000,8.1336
Poland,1905,142404800.0000,8.1535
